Application Number,CSI Project Tilt
PGE-CSI-05032,20
PGE-CSI-50635,21
PGE-CSI-48376,24
PGE-CSI-51020,27
PGE-CSI-58816,30
PGE-CSI-05164,25
PGE-CSI-20610,22
PGE-CSI-05293,23
PGE-CSI-20983,23
PGE-CSI-48597,28
PGE-CSI-21098,21
PGE-CSI-21413,15
PGE-CSI-21480,22
PGE-CSI-58279,19
PGE-CSI-05696,10
PGE-CSI-58721,22
PGE-CSI-65696,18
PGE-CSI-21861,24
PGE-CSI-22014,27
PGE-CSI-51019,4
PGE-CSI-52131,20
PGE-CSI-34064,18
PGE-CSI-35444,18
PGE-CSI-49178,18
PGE-CSI-35682,20
PGE-CSI-47593,22
PGE-CSI-65709,20
PGE-CSI-38045,23
PGE-CSI-64958,25
PGE-CSI-35644,21
PGE-CSI-53113,22
PGE-CSI-22662,34
PGE-CSI-22847,18
PGE-CSI-66318,17
PGE-CSI-67420,27
PGE-CSI-53137,19
PGE-CSI-06389,22
PGE-CSI-59529,20
PGE-CSI-60099,24
PGE-CSI-62137,21
PGE-CSI-56682,18
PGE-CSI-33023,11
PGE-CSI-06503,22
PGE-CSI-06521,27
PGE-CSI-48848,22
PGE-CSI-23535,23
PGE-CSI-12784,26
PGE-CSI-51638,16
PGE-CSI-61699,17
PGE-CSI-01239,25
PGE-CSI-36416,24
PGE-CSI-12830,25
PGE-CSI-23912,27
PGE-CSI-65151,30
PGE-CSI-29601,30
PGE-CSI-68624,23
PGE-CSI-31923,26
PGE-CSI-51034,21
PGE-CSI-42846,24
PGE-CSI-53317,16
PGE-CSI-24330,20
PGE-CSI-24366,18
PGE-CSI-67903,22
PGE-CSI-43257,23
PGE-CSI-45780,22
PGE-CSI-12707,18
PGE-CSI-67190,20
PGE-CSI-40836,20
PGE-CSI-19254,19
PGE-CSI-19682,22
PGE-CSI-04982,30
PGE-CSI-36043,22
PGE-CSI-55325,27
PGE-CSI-26690,14
PGE-CSI-65250,16
PGE-CSI-27556,22
PGE-CSI-12159,24
PGE-CSI-12160,24
PGE-CSI-23695,25
PGE-CSI-23933,24
PGE-CSI-24072,22
PGE-CSI-07308,24
PGE-CSI-07345,23
PGE-CSI-10594,12
PGE-CSI-53612,26
PGE-CSI-45979,28
PGE-CSI-51061,12
PGE-CSI-53758,30
PGE-CSI-31687,23
PGE-CSI-25581,30
PGE-CSI-25686,15
PGE-CSI-25706,23
PGE-CSI-63770,14
PGE-CSI-65186,20
PGE-CSI-65189,20
PGE-CSI-44819,16
PGE-CSI-50469,16
PGE-CSI-68392,18
PGE-CSI-57528,22
PGE-CSI-26121,26
PGE-CSI-26139,19
PGE-CSI-08034,21
PGE-CSI-53325,23
PGE-CSI-26275,20
PGE-CSI-29491,24
PGE-CSI-63397,18
PGE-CSI-26701,23
PGE-CSI-57670,26
PGE-CSI-59912,15
PGE-CSI-00612,21
PGE-CSI-27193,18
PGE-CSI-58081,30
PGE-CSI-30900,23
PGE-CSI-60941,18
PGE-CSI-54700,20
PGE-CSI-37922,30
PGE-CSI-39755,24
PGE-CSI-51518,33
PGE-CSI-09164,18
PGE-CSI-55666,23
PGE-CSI-09175,15
PGE-CSI-69379,23
PGE-CSI-69213,23
PGE-CSI-69334,18
PGE-CSI-69347,23
PGE-CSI-48044,22
PGE-CSI-28427,26
PGE-CSI-28428,26
PGE-CSI-28533,15
PGE-CSI-61927,22
PGE-CSI-56787,2
PGE-CSI-09393,18
PGE-CSI-54702,18
PGE-CSI-29000,24
PGE-CSI-54756,15
PGE-CSI-58886,17
PGE-CSI-56644,18
PGE-CSI-56910,22
PGE-CSI-61937,21
PGE-CSI-57095,23
PGE-CSI-58085,25
PGE-CSI-58094,22
PGE-CSI-66004,15
PGE-CSI-57770,22
PGE-CSI-57253,30
PGE-CSI-67107,25
PGE-CSI-41025,19
PGE-CSI-51319,16
PGE-CSI-43646,23
PGE-CSI-60331,30
PGE-CSI-41018,19
PGE-CSI-50714,26
PGE-CSI-55058,23
PGE-CSI-59172,26
PGE-CSI-10597,20
PGE-CSI-57293,18
PGE-CSI-41021,19
PGE-CSI-63126,18
PGE-CSI-50911,21
PGE-CSI-51996,30
PGE-CSI-67146,18
PGE-CSI-34398,30
PGE-CSI-09401,18
PGE-CSI-09649,36
PGE-CSI-48066,26
PGE-CSI-64419,19
PGE-CSI-51856,16
PGE-CSI-01561,22
PGE-CSI-34660,22
PGE-CSI-13643,22
PGE-CSI-34581,17
PGE-CSI-49049,23
PGE-CSI-01753,22
PGE-CSI-43144,27
PGE-CSI-29800,18
PGE-CSI-60843,30
PGE-CSI-32745,22
PGE-CSI-62760,23
PGE-CSI-02064,20
PGE-CSI-65786,34
PGE-CSI-50270,18
PGE-CSI-15177,25
PGE-CSI-30826,15
PGE-CSI-02467,21
PGE-CSI-15509,20
PGE-CSI-48646,19
PGE-CSI-56262,15
PGE-CSI-15590,23
PGE-CSI-58783,23
PGE-CSI-02712,30
PGE-CSI-60299,20
PGE-CSI-16347,23
PGE-CSI-63001,23
PGE-CSI-00227,15
PGE-CSI-44779,18
PGE-CSI-42381,26
PGE-CSI-31299,18
PGE-CSI-03199,30
PGE-CSI-54659,26
PGE-CSI-03480,0
PGE-CSI-17772,23
PGE-CSI-30808,22
PGE-CSI-68092,23
PGE-CSI-17928,21
PGE-CSI-31652,18
PGE-CSI-18070,22
PGE-CSI-18421,18
PGE-CSI-67309,25
PGE-CSI-34653,22
PGE-CSI-41409,23
PGE-CSI-59413,22
PGE-CSI-68102,23
PGE-CSI-19813,19
PGE-CSI-19821,22
PGE-CSI-63675,17
PGE-CSI-19924,24
PGE-CSI-20117,23
PGE-CSI-20132,15
PGE-CSI-09630,19
PGE-CSI-44796,19
PGE-CSI-37623,16
PGE-CSI-44803,24
PGE-CSI-48104,20
PGE-CSI-05216,23
PGE-CSI-05429,0
PGE-CSI-05439,27
PGE-CSI-36736,27
PGE-CSI-61395,23
PGE-CSI-50570,18
PGE-CSI-05931,20
PGE-CSI-63343,25
PGE-CSI-67857,20
PGE-CSI-68224,20
PGE-CSI-11826,27
PGE-CSI-30522,26
PGE-CSI-22444,1
PGE-CSI-64523,22
PGE-CSI-34982,15
PGE-CSI-49759,17
PGE-CSI-06286,22
PGE-CSI-57986,28
PGE-CSI-30669,24
PGE-CSI-65756,21
PGE-CSI-10680,5
PGE-CSI-45475,22
PGE-CSI-01119,18
PGE-CSI-60117,23
PGE-CSI-60284,22
PGE-CSI-63738,23
PGE-CSI-23962,22
PGE-CSI-24070,22
PGE-CSI-39120,15
PGE-CSI-67574,22
PGE-CSI-63302,20
PGE-CSI-07202,24
PGE-CSI-24643,23
PGE-CSI-39222,20
PGE-CSI-61151,23
PGE-CSI-25327,16
PGE-CSI-29939,22
PGE-CSI-39227,20
PGE-CSI-26291,22
PGE-CSI-27130,19
PGE-CSI-08556,18
PGE-CSI-27330,24
PGE-CSI-55397,20
PGE-CSI-58060,22
PGE-CSI-69136,22
PGE-CSI-28943,22
PGE-CSI-43381,28
PGE-CSI-44422,20
PGE-CSI-37794,22
PGE-CSI-12474,26
PGE-CSI-22402,22
PGE-CSI-59058,26
PGE-CSI-47413,22
PGE-CSI-16230,27
PGE-CSI-17068,18
PGE-CSI-17071,18
PGE-CSI-03444,21
PGE-CSI-50102,18
PGE-CSI-61519,22
PGE-CSI-19037,23
PGE-CSI-31665,24
PGE-CSI-38505,15
PGE-CSI-20268,25
PGE-CSI-34477,30
PGE-CSI-20409,21
PGE-CSI-20851,21
PGE-CSI-21336,20
PGE-CSI-42716,30
PGE-CSI-21529,19
PGE-CSI-53106,24
PGE-CSI-12814,20
PGE-CSI-23078,21
PGE-CSI-31410,34
PGE-CSI-44031,30
PGE-CSI-65153,20
PGE-CSI-23706,18
PGE-CSI-55562,25
PGE-CSI-23945,22
PGE-CSI-23990,18
PGE-CSI-06933,30
PGE-CSI-24413,22
PGE-CSI-68388,28
PGE-CSI-52153,8
PGE-CSI-39053,21
PGE-CSI-54866,26
PGE-CSI-07665,26
PGE-CSI-30491,28
PGE-CSI-33977,26
PGE-CSI-33270,22
PGE-CSI-08096,15
PGE-CSI-08172,18
PGE-CSI-61437,20
PGE-CSI-61891,23
PGE-CSI-08432,18
PGE-CSI-56776,23
PGE-CSI-68414,20
PGE-CSI-08760,20
PGE-CSI-27858,28
PGE-CSI-56968,24
PGE-CSI-32642,5
PGE-CSI-30222,20
PGE-CSI-28153,30
PGE-CSI-69085,19
PGE-CSI-28433,22
PGE-CSI-39052,5
PGE-CSI-60938,25
PGE-CSI-46698,22
PGE-CSI-61950,20
PGE-CSI-65219,23
PGE-CSI-50276,28
PGE-CSI-44189,22
PGE-CSI-31107,18
PGE-CSI-38963,21
PGE-CSI-32621,20
PGE-CSI-59981,22
PGE-CSI-56813,18
PGE-CSI-34315,18
PGE-CSI-13890,22
PGE-CSI-32161,19
PGE-CSI-32647,5
PGE-CSI-36677,24
PGE-CSI-15287,26
PGE-CSI-15384,19
PGE-CSI-64034,22
PGE-CSI-15752,15
PGE-CSI-15754,15
PGE-CSI-15809,21
PGE-CSI-48565,23
PGE-CSI-39029,5
PGE-CSI-54008,30
PGE-CSI-02959,15
PGE-CSI-30439,18
PGE-CSI-11751,23
PGE-CSI-17935,14
PGE-CSI-43988,39
PGE-CSI-03843,30
PGE-CSI-18416,18
PGE-CSI-19169,11
PGE-CSI-19667,22
PGE-CSI-49918,15
PGE-CSI-04723,35
PGE-CSI-19959,27
PGE-CSI-68589,24
PGE-CSI-04946,18
PGE-CSI-05128,18
PGE-CSI-11450,5
PGE-CSI-21525,22
PGE-CSI-21727,21
PGE-CSI-21746,21
PGE-CSI-57435,18
PGE-CSI-61688,23
PGE-CSI-10300,20
PGE-CSI-38402,19
PGE-CSI-22527,5
PGE-CSI-43121,27
PGE-CSI-23187,32
PGE-CSI-57749,18
PGE-CSI-01291,15
PGE-CSI-54611,23
PGE-CSI-54408,18
PGE-CSI-31697,23
PGE-CSI-07379,30
PGE-CSI-39720,19
PGE-CSI-34291,18
PGE-CSI-36432,20
PGE-CSI-49452,15
PGE-CSI-38306,23
PGE-CSI-52753,30
PGE-CSI-68784,15
PGE-CSI-68783,5
PGE-CSI-68787,5
PGE-CSI-25578,24
PGE-CSI-68785,10
PGE-CSI-68788,10
PGE-CSI-68790,10
PGE-CSI-25698,25
PGE-CSI-25721,30
PGE-CSI-07831,0
PGE-CSI-07872,26
PGE-CSI-25925,20
PGE-CSI-09943,14
PGE-CSI-57719,22
PGE-CSI-53435,23
PGE-CSI-09529,18
PGE-CSI-44168,18
PGE-CSI-08354,23
PGE-CSI-26891,18
PGE-CSI-08415,20
PGE-CSI-30307,19
PGE-CSI-27541,30
PGE-CSI-27655,34
PGE-CSI-64362,20
PGE-CSI-62544,16
PGE-CSI-49205,30
PGE-CSI-37258,32
PGE-CSI-09017,19
PGE-CSI-59335,21
PGE-CSI-41512,10
PGE-CSI-36323,20
PGE-CSI-09200,34
PGE-CSI-59337,34
PGE-CSI-63452,10
PGE-CSI-38638,23
PGE-CSI-56175,18
PGE-CSI-57236,23
PGE-CSI-62611,21
PGE-CSI-64410,18
PGE-CSI-68993,22
PGE-CSI-42649,22
PGE-CSI-58104,18
PGE-CSI-50275,16
PGE-CSI-51669,25
PGE-CSI-56806,23
PGE-CSI-45926,22
PGE-CSI-37562,24
PGE-CSI-58116,26
PGE-CSI-58113,18
PGE-CSI-31910,19
PGE-CSI-55050,7
PGE-CSI-55057,7
PGE-CSI-55794,22
PGE-CSI-58528,23
PGE-CSI-41571,14
PGE-CSI-00578,30
PGE-CSI-41834,21
PGE-CSI-47375,30
PGE-CSI-38968,22
PGE-CSI-65860,20
PGE-CSI-55067,20
PGE-CSI-67725,18
PGE-CSI-45537,25
PGE-CSI-49529,31
PGE-CSI-40602,23
PGE-CSI-55091,20
PGE-CSI-55092,7
PGE-CSI-37350,23
PGE-CSI-33940,18
PGE-CSI-68688,20
PGE-CSI-47908,23
PGE-CSI-39361,23
PGE-CSI-49252,23
PGE-CSI-57347,18
PGE-CSI-67153,18
PGE-CSI-65861,20
PGE-CSI-13097,23
PGE-CSI-13251,22
PGE-CSI-00710,21
PGE-CSI-50310,23
PGE-CSI-13837,27
PGE-CSI-13885,19
PGE-CSI-13901,19
PGE-CSI-47562,23
PGE-CSI-14051,11
PGE-CSI-49370,18
PGE-CSI-11724,22
PGE-CSI-14334,24
PGE-CSI-14756,24
PGE-CSI-34004,18
PGE-CSI-14841,20
PGE-CSI-14867,15
PGE-CSI-48980,23
PGE-CSI-55910,22
PGE-CSI-53430,40
PGE-CSI-15082,27
PGE-CSI-64036,16
PGE-CSI-57666,6
PGE-CSI-33519,21
PGE-CSI-15503,18
PGE-CSI-33693,18
PGE-CSI-33129,28
PGE-CSI-32298,30
PGE-CSI-38374,27
PGE-CSI-15640,22
PGE-CSI-62785,22
PGE-CSI-02618,30
PGE-CSI-49562,30
PGE-CSI-62042,14
PGE-CSI-15884,21
PGE-CSI-62253,4
PGE-CSI-66162,18
PGE-CSI-59590,10
PGE-CSI-16039,20
PGE-CSI-44047,24
PGE-CSI-43582,23
PGE-CSI-58954,21
PGE-CSI-16153,20
PGE-CSI-32081,19
PGE-CSI-16391,25
PGE-CSI-58952,19
PGE-CSI-02953,19
PGE-CSI-50231,25
PGE-CSI-56446,23
PGE-CSI-33273,18
PGE-CSI-16918,30
PGE-CSI-51898,22
PGE-CSI-42323,23
PGE-CSI-17365,30
PGE-CSI-17423,21
PGE-CSI-17428,23
PGE-CSI-55212,18
PGE-CSI-03589,30
PGE-CSI-03636,22
PGE-CSI-41070,25
PGE-CSI-11483,18
PGE-CSI-03747,23
PGE-CSI-18019,32
PGE-CSI-03840,21
PGE-CSI-18238,18
PGE-CSI-04023,18
PGE-CSI-18475,30
PGE-CSI-18529,13
PGE-CSI-18738,22
PGE-CSI-18739,20
PGE-CSI-56991,13
PGE-CSI-04296,21
PGE-CSI-58242,8
PGE-CSI-19133,22
PGE-CSI-19302,17
PGE-CSI-47067,23
PGE-CSI-44790,31
PGE-CSI-40192,21
PGE-CSI-04644,18
PGE-CSI-19943,21
PGE-CSI-19975,22
PGE-CSI-04870,23
PGE-CSI-04950,18
PGE-CSI-68716,23
PGE-CSI-04977,27
PGE-CSI-45918,20
PGE-CSI-41473,27
PGE-CSI-40178,23
PGE-CSI-05243,10
PGE-CSI-05250,30
PGE-CSI-20797,16
PGE-CSI-20955,19
PGE-CSI-05354,19
PGE-CSI-21095,23
PGE-CSI-21101,4
PGE-CSI-10133,23
PGE-CSI-43248,21
PGE-CSI-38399,16
PGE-CSI-51017,30
PGE-CSI-40682,27
PGE-CSI-21962,10
PGE-CSI-21964,10
PGE-CSI-33124,30
PGE-CSI-12856,12
PGE-CSI-10113,18
PGE-CSI-58720,18
PGE-CSI-50115,27
PGE-CSI-05987,22
PGE-CSI-31888,18
PGE-CSI-22407,21
PGE-CSI-22613,21
PGE-CSI-39668,19
PGE-CSI-44323,22
PGE-CSI-41069,25
PGE-CSI-12767,30
PGE-CSI-10443,5
PGE-CSI-03826,22
PGE-CSI-35185,20
PGE-CSI-33291,20
PGE-CSI-42524,20
PGE-CSI-06581,19
PGE-CSI-38614,30
PGE-CSI-35020,22
PGE-CSI-42351,26
PGE-CSI-06801,22
PGE-CSI-34411,30
PGE-CSI-49437,23
PGE-CSI-12739,26
PGE-CSI-59123,20
PGE-CSI-59789,23
PGE-CSI-24265,21
PGE-CSI-07102,18
PGE-CSI-41068,25
PGE-CSI-07114,26
PGE-CSI-37612,18
PGE-CSI-55350,16
PGE-CSI-53428,23
PGE-CSI-24547,15
PGE-CSI-25894,5
PGE-CSI-13582,22
PGE-CSI-57739,18
PGE-CSI-57343,18
PGE-CSI-45342,18
PGE-CSI-22663,25
PGE-CSI-13829,20
PGE-CSI-14130,28
PGE-CSI-31417,23
PGE-CSI-50070,19
PGE-CSI-12682,17
PGE-CSI-59443,30
PGE-CSI-64557,20
PGE-CSI-03951,30
PGE-CSI-36882,30
PGE-CSI-66659,23
PGE-CSI-24834,28
PGE-CSI-55825,26
PGE-CSI-54305,18
PGE-CSI-36494,28
PGE-CSI-55109,27
PGE-CSI-00223,21
PGE-CSI-11733,30
PGE-CSI-67299,34
PGE-CSI-54081,18
PGE-CSI-50164,28
PGE-CSI-41907,22
PGE-CSI-62848,11
PGE-CSI-66635,10
PGE-CSI-07122,18
PGE-CSI-33777,28
PGE-CSI-25885,20
PGE-CSI-07925,22
PGE-CSI-08266,20
PGE-CSI-27324,18
PGE-CSI-60158,21
PGE-CSI-59049,23
PGE-CSI-63917,22
PGE-CSI-41569,18
PGE-CSI-43921,21
PGE-CSI-60813,18
PGE-CSI-47093,43
PGE-CSI-14571,12
PGE-CSI-53968,26
PGE-CSI-55606,30
PGE-CSI-15479,14
PGE-CSI-15933,22
PGE-CSI-15945,40
PGE-CSI-12517,23
PGE-CSI-17387,26
PGE-CSI-41250,30
PGE-CSI-03784,22
PGE-CSI-18095,26
PGE-CSI-18663,34
PGE-CSI-06753,22
PGE-CSI-66352,21
PGE-CSI-25074,30
PGE-CSI-41229,23
PGE-CSI-68801,18
PGE-CSI-68310,22
PGE-CSI-68847,30
PGE-CSI-27934,22
PGE-CSI-32977,10
PGE-CSI-64212,22
PGE-CSI-28426,12
PGE-CSI-41074,22
PGE-CSI-29006,35
PGE-CSI-54281,27
PGE-CSI-39604,20
PGE-CSI-49227,28
PGE-CSI-37330,19
PGE-CSI-38435,21
PGE-CSI-43650,22
PGE-CSI-45804,18
PGE-CSI-55626,30
PGE-CSI-46029,45
PGE-CSI-31097,22
PGE-CSI-54242,27
PGE-CSI-10642,26
PGE-CSI-36580,18
PGE-CSI-65476,45
PGE-CSI-55113,14
PGE-CSI-12475,12
PGE-CSI-61276,20
PGE-CSI-47047,39
PGE-CSI-53456,18
PGE-CSI-57609,19
PGE-CSI-64432,21
PGE-CSI-28377,24
PGE-CSI-15130,28
PGE-CSI-60371,27
PGE-CSI-02491,22
PGE-CSI-44965,18
PGE-CSI-15943,25
PGE-CSI-16100,26
PGE-CSI-02826,30
PGE-CSI-60255,14
PGE-CSI-54612,19
PGE-CSI-32436,20
PGE-CSI-03682,30
PGE-CSI-03902,30
PGE-CSI-18509,25
PGE-CSI-67952,30
PGE-CSI-61674,30
PGE-CSI-04562,15
PGE-CSI-19818,22
PGE-CSI-20162,42
PGE-CSI-10989,18
PGE-CSI-20968,30
PGE-CSI-53084,30
PGE-CSI-21616,28
PGE-CSI-61527,24
PGE-CSI-57074,18
PGE-CSI-06506,30
PGE-CSI-67439,18
PGE-CSI-39516,20
PGE-CSI-58820,25
PGE-CSI-24273,15
PGE-CSI-42648,28
PGE-CSI-13961,26
PGE-CSI-15908,21
PGE-CSI-36578,23
PGE-CSI-54890,22
PGE-CSI-26473,27
PGE-CSI-53645,24
PGE-CSI-54999,27
PGE-CSI-55656,10
PGE-CSI-40694,37
PGE-CSI-32961,22
PGE-CSI-28309,21
PGE-CSI-37088,20
PGE-CSI-69922,30
PGE-CSI-69092,27
PGE-CSI-09388,34
PGE-CSI-57235,18
PGE-CSI-47898,31
PGE-CSI-64398,25
PGE-CSI-53904,26
PGE-CSI-14071,20
PGE-CSI-36708,22
PGE-CSI-14382,30
PGE-CSI-02350,18
PGE-CSI-15295,31
PGE-CSI-54003,30
PGE-CSI-51714,15
PGE-CSI-16984,30
PGE-CSI-18112,23
PGE-CSI-33627,19
PGE-CSI-18975,22
PGE-CSI-19560,22
PGE-CSI-04635,18
PGE-CSI-04931,30
PGE-CSI-05274,30
PGE-CSI-20888,21
PGE-CSI-22582,23
PGE-CSI-12308,22
PGE-CSI-22960,25
PGE-CSI-06679,34
PGE-CSI-06797,18
PGE-CSI-23859,22
PGE-CSI-11730,34
PGE-CSI-00379,23
PGE-CSI-60414,14
PGE-CSI-44321,40
PGE-CSI-09417,22
PGE-CSI-36386,26
PGE-CSI-15507,23
PGE-CSI-68385,26
PGE-CSI-62893,34
PGE-CSI-04485,23
PGE-CSI-19981,18
PGE-CSI-22520,22
PGE-CSI-69025,5
PGE-CSI-31694,31
PGE-CSI-24607,34
PGE-CSI-57877,34
PGE-CSI-24661,34
PGE-CSI-10879,26
PGE-CSI-07340,22
PGE-CSI-47869,19
PGE-CSI-24847,26
PGE-CSI-24856,18
PGE-CSI-33795,23
PGE-CSI-35069,20
PGE-CSI-24985,18
PGE-CSI-24989,23
PGE-CSI-25015,22
PGE-CSI-25016,22
PGE-CSI-25072,22
PGE-CSI-25076,30
PGE-CSI-25147,22
PGE-CSI-25190,30
PGE-CSI-37055,34
PGE-CSI-01081,28
PGE-CSI-38418,18
PGE-CSI-07727,40
PGE-CSI-25623,27
PGE-CSI-31142,19
PGE-CSI-25702,20
PGE-CSI-41496,19
PGE-CSI-07935,20
PGE-CSI-07964,21
PGE-CSI-51646,38
PGE-CSI-64965,30
PGE-CSI-08023,30
PGE-CSI-29027,22
PGE-CSI-26279,18
PGE-CSI-38178,37
PGE-CSI-00687,13
PGE-CSI-26567,20
PGE-CSI-08257,18
PGE-CSI-26799,27
PGE-CSI-08370,17
PGE-CSI-56719,15
PGE-CSI-68012,29
PGE-CSI-50705,18
PGE-CSI-32956,30
PGE-CSI-27016,26
PGE-CSI-61904,10
PGE-CSI-27102,22
PGE-CSI-40183,40
PGE-CSI-08569,22
PGE-CSI-27257,18
PGE-CSI-27293,25
PGE-CSI-50668,23
PGE-CSI-66809,22
PGE-CSI-27490,34
PGE-CSI-27493,32
PGE-CSI-50257,22
PGE-CSI-57208,22
PGE-CSI-08879,37
PGE-CSI-43318,32
PGE-CSI-27973,23
PGE-CSI-27977,23
PGE-CSI-27981,23
PGE-CSI-31960,23
PGE-CSI-61599,26
PGE-CSI-65977,23
PGE-CSI-69772,34
PGE-CSI-69019,18
PGE-CSI-69138,18
PGE-CSI-69252,22
PGE-CSI-29661,24
PGE-CSI-28431,23
PGE-CSI-28440,23
PGE-CSI-11397,21
PGE-CSI-28517,20
PGE-CSI-32910,22
PGE-CSI-63058,19
PGE-CSI-40156,27
PGE-CSI-28644,18
PGE-CSI-28721,30
PGE-CSI-55262,23
PGE-CSI-65000,13
PGE-CSI-51994,22
PGE-CSI-59354,10
PGE-CSI-60087,23
PGE-CSI-60558,18
PGE-CSI-64219,30
PGE-CSI-61077,35
PGE-CSI-59050,22
PGE-CSI-62986,40
PGE-CSI-66622,25
PGE-CSI-69544,5
PGE-CSI-38570,27
PGE-CSI-37551,15
PGE-CSI-47890,22
PGE-CSI-59362,25
PGE-CSI-48159,30
PGE-CSI-42805,18
PGE-CSI-49509,20
PGE-CSI-42831,25
PGE-CSI-65039,11
PGE-CSI-10162,18
PGE-CSI-47010,22
PGE-CSI-48962,24
PGE-CSI-63115,22
PGE-CSI-47509,25
PGE-CSI-50192,22
PGE-CSI-65036,27
PGE-CSI-40539,38
PGE-CSI-46523,18
PGE-CSI-59381,30
PGE-CSI-49368,21
PGE-CSI-58416,20
PGE-CSI-46030,25
PGE-CSI-10713,34
PGE-CSI-34062,22
PGE-CSI-31330,34
PGE-CSI-29749,35
PGE-CSI-56225,26
PGE-CSI-41184,22
PGE-CSI-32844,30
PGE-CSI-51842,18
PGE-CSI-45622,28
PGE-CSI-52788,18
PGE-CSI-31190,34
PGE-CSI-47535,18
PGE-CSI-61998,23
PGE-CSI-48927,20
PGE-CSI-45206,23
PGE-CSI-61265,25
PGE-CSI-11380,22
PGE-CSI-29848,19
PGE-CSI-52057,22
PGE-CSI-29082,20
PGE-CSI-43695,22
PGE-CSI-39891,22
PGE-CSI-01341,30
PGE-CSI-56816,23
PGE-CSI-13087,27
PGE-CSI-33903,26
PGE-CSI-53938,22
PGE-CSI-52935,30
PGE-CSI-60358,32
PGE-CSI-01547,40
PGE-CSI-01580,22
PGE-CSI-61278,30
PGE-CSI-67742,21
PGE-CSI-17851,45
PGE-CSI-53258,22
PGE-CSI-61286,18
PGE-CSI-52503,25
PGE-CSI-43942,22
PGE-CSI-02036,30
PGE-CSI-38134,37
PGE-CSI-14553,45
PGE-CSI-02071,19
PGE-CSI-67209,18
PGE-CSI-14746,22
PGE-CSI-31727,30
PGE-CSI-38419,34
PGE-CSI-02222,34
PGE-CSI-15211,10
PGE-CSI-15307,22
PGE-CSI-51256,24
PGE-CSI-36384,22
PGE-CSI-48981,19
PGE-CSI-44461,26
PGE-CSI-02533,45
PGE-CSI-47683,20
PGE-CSI-32577,20
PGE-CSI-15707,39
PGE-CSI-02623,26
PGE-CSI-38243,19
PGE-CSI-15935,22
PGE-CSI-52805,35
PGE-CSI-30785,18
PGE-CSI-63607,34
PGE-CSI-15981,32
PGE-CSI-67773,21
PGE-CSI-16066,23
PGE-CSI-41474,30
PGE-CSI-31952,22
PGE-CSI-16156,19
PGE-CSI-57492,18
PGE-CSI-32912,27
PGE-CSI-16329,22
PGE-CSI-47575,30
PGE-CSI-62254,25
PGE-CSI-16665,23
PGE-CSI-29650,18
PGE-CSI-16702,26
PGE-CSI-31298,30
PGE-CSI-11086,27
PGE-CSI-67235,34
PGE-CSI-03144,3
PGE-CSI-33381,22
PGE-CSI-46538,33
PGE-CSI-46545,25
PGE-CSI-16964,15
PGE-CSI-31962,19
PGE-CSI-58228,27
PGE-CSI-17248,27
PGE-CSI-17291,30
PGE-CSI-17316,30
PGE-CSI-03464,18
PGE-CSI-17426,20
PGE-CSI-17545,25
PGE-CSI-17673,24
PGE-CSI-30936,27
PGE-CSI-63210,19
PGE-CSI-42493,18
PGE-CSI-66573,22
PGE-CSI-30863,18
PGE-CSI-18163,15
PGE-CSI-03868,30
PGE-CSI-03901,30
PGE-CSI-55273,26
PGE-CSI-33634,20
PGE-CSI-18405,30
PGE-CSI-18578,26
PGE-CSI-66253,18
PGE-CSI-18649,21
PGE-CSI-40537,30
PGE-CSI-18686,18
PGE-CSI-52167,31
PGE-CSI-18750,10
PGE-CSI-51916,22
PGE-CSI-49409,26
PGE-CSI-50062,30
PGE-CSI-04340,28
PGE-CSI-04344,23
PGE-CSI-19120,25
PGE-CSI-04438,18
PGE-CSI-10034,18
PGE-CSI-31869,26
PGE-CSI-64736,22
PGE-CSI-29386,30
PGE-CSI-29387,20
PGE-CSI-19592,22
PGE-CSI-12186,22
PGE-CSI-19615,20
PGE-CSI-36000,25
PGE-CSI-19642,27
PGE-CSI-44140,18
PGE-CSI-19741,17
PGE-CSI-36226,20
PGE-CSI-19814,26
PGE-CSI-50950,30
PGE-CSI-32814,30
PGE-CSI-04802,27
PGE-CSI-04816,20
PGE-CSI-35923,26
PGE-CSI-20058,23
PGE-CSI-20199,23
PGE-CSI-20253,31
PGE-CSI-60121,21
PGE-CSI-20323,30
PGE-CSI-41432,22
PGE-CSI-20418,10
PGE-CSI-40033,23
PGE-CSI-34754,18
PGE-CSI-53583,22
PGE-CSI-50247,24
PGE-CSI-59428,45
PGE-CSI-38896,22
PGE-CSI-31047,22
PGE-CSI-05330,23
PGE-CSI-55285,28
PGE-CSI-32232,25
PGE-CSI-05444,30
PGE-CSI-37885,22
PGE-CSI-57077,45
PGE-CSI-63689,19
PGE-CSI-05499,20
PGE-CSI-32231,22
PGE-CSI-21287,21
PGE-CSI-21364,21
PGE-CSI-21450,18
PGE-CSI-05645,30
PGE-CSI-52175,28
PGE-CSI-50103,4
PGE-CSI-30120,19
PGE-CSI-67389,22
PGE-CSI-46778,18
PGE-CSI-32794,22
PGE-CSI-21984,18
PGE-CSI-21987,0
PGE-CSI-35066,18
PGE-CSI-22034,30
PGE-CSI-05885,22
PGE-CSI-43818,23
PGE-CSI-48701,22
PGE-CSI-22106,22
PGE-CSI-60088,41
PGE-CSI-22219,22
PGE-CSI-22242,18
PGE-CSI-22343,19
PGE-CSI-40506,22
PGE-CSI-22468,19
