,variable,value,lat,log
4911,jun,7.55,37.8394,-122.1243
4912,jun,7.48,34.0704,-117.6994
4913,jun,7.95,37.9541,-122.0251
4914,jun,7.06,33.8574,-118.2563
4915,jun,7.45,37.865,-122.2859
4916,jun,7.11,34.4437,-119.9421
4917,jun,7.83,34.3847,-118.587
4918,jun,7.7,37.0577,-122.0597
4919,jun,7.09,33.8672,-118.0806
4920,jun,8.09,38.6412,-120.9711
4921,jun,7.05,33.8882,-118.1276
4922,jun,7.95,37.4365,-121.8944
4923,jun,7.86,37.4835,-122.2144
4924,jun,7.35,37.5704,-122.3204
4925,jun,8.09,38.8323,-121.5166
4926,jun,7.7,33.6965,-117.3247
4927,jun,7.02,33.7593,-118.0824
4928,jun,7.23,34.0636,-117.8974
4929,jun,6.53,37.7723,-122.4109
4930,jun,6.33,32.8564,-117.2114
4931,jun,7.08,33.9336,-118.0682
4932,jun,7.77,37.5922,-122.0458
4933,jun,6.88,32.7623,-117.1225
4934,jun,7.64,38.4805,-122.7498
4935,jun,7.63,37.6785,-122.132
4936,jun,8.01,37.2995,-121.7545
4937,jun,7.48,37.7932,-122.2435
4938,jun,7.02,33.6113,-117.6668
4939,jun,6.79,32.6974,-117.12
4940,jun,7.68,37.5543,-122.2703
4941,jun,8.21,36.0594,-119.3203
4942,jun,8.17,35.8349,-120.9809
4943,jun,8.05,38.8573,-122.2149
4944,jun,7.06,33.8334,-118.292
4945,jun,7.53,37.79,-122.1861
4946,jun,8.1,37.9548,-121.3073
4947,jun,7.24,36.9806,-122.046
4948,jun,7.86,37.4586,-122.2001
4949,jun,8.02,39.7935,-121.8795
4950,jun,7.95,37.3296,-121.8336
4951,jun,7.03,33.6348,-117.8745
4952,jun,7.76,38.2912,-122.2867
4953,jun,6.82,33.9764,-118.4546
4954,jun,7.45,32.8738,-116.9048
4955,jun,8.18,35.605,-119.3714
4956,jun,8.07,37.5398,-121.24700000000001
4957,jun,7.31,36.6659,-121.655
4958,jun,8.15,37.4002,-120.6109
4959,jun,7.16,34.0006,-117.9694
4960,jun,7.32,32.6425,-116.9897
4961,jun,8.58,34.5596,-117.3577
4962,jun,7.53,37.7034,-122.12799999999999
4963,jun,7.14,33.9784,-118.2177
4964,jun,7.3,34.0216,-118.3917
4965,jun,7.74,34.0641,-117.3943
4966,jun,7.69,37.6744,-122.0888
4967,jun,7.4,38.0505,-122.6787
4968,jun,7.61,34.8745,-120.4281
4969,jun,7.07,33.7149,-117.7633
4970,jun,7.68,37.9242,-122.516
4971,jun,7.15,32.6387,-117.0669
4972,jun,7.06,33.2133,-117.2147
4973,jun,8.2,35.4905,-119.2649
4974,jun,8.39,33.7629,-116.4225
4975,jun,7.82,34.1272,-117.2007
4976,jun,7.86,37.515,-121.9292
4977,jun,8.65,35.5992,-117.6806
4978,jun,7.87,34.4812,-118.4282
4979,jun,8.07,38.6843,-121.0688
4980,jun,8.09,38.4272,-121.8135
4981,jun,8.16,36.0853,-119.5548
4982,jun,8.15,38.1461,-120.4546
4983,jun,7.03,32.9143,-117.1412
4984,jun,7.86,37.4068,-122.0746
4985,jun,7.09,32.5744,-117.0563
4986,jun,7.99,40.8762,-121.8898
4987,jun,7.37,32.7887,-116.9049
4988,jun,8.25,35.3871,-118.9865
4989,jun,8.23,36.6586,-119.741
4990,jun,6.88,33.1954,-117.2823
4991,jun,7.97,37.2951,-121.8965
4992,jun,7.02,34.0511,-118.8077
4993,jun,7.9,37.9989,-122.115
4994,jun,7.02,33.794000000000004,-118.0722
4995,jun,6.82,37.8981,-122.5413
4996,jun,7.27,32.8228,-117.0984
4997,jun,7.04,36.7097,-121.64
4998,jun,6.42,37.6007,-122.4013
4999,jun,7.94,37.3783,-122.024
5000,jun,6.98,33.8712,-118.3718
5001,jun,7.49,34.1014,-118.5993
5002,jun,7.35,37.5749,-122.3633
5003,jun,8.13,36.202,-119.0859
5004,jun,7.24,34.1016,-118.0561
5005,jun,7.16,34.0469,-117.9846
5006,jun,6.73,33.5815,-117.7247
5007,jun,7.01,32.8239,-117.1997
5008,jun,7.95,37.9517,-122.0732
5009,jun,7.01,32.8038,-117.1359
5010,jun,7.82,37.4125,-121.9446
5011,jun,7.74,33.0358,-116.8513
5012,jun,8.12,38.0389,-121.2421
5013,jun,7.45,34.1394,-118.3503
5014,jun,7.68,38.4576,-122.6932
5015,jun,8.12,34.6767,-118.4559
5016,jun,7.83,34.3778,-118.5149
5017,jun,8.14,38.5276,-120.6929
5018,jun,7.62,34.1386,-117.6636
5019,jun,7.03,32.961,-117.1251
5020,jun,7.52,33.8808,-117.5407
5021,jun,7.12,33.8757,-117.994
5022,jun,7.68,37.5167,-122.2903
5023,jun,8.61,35.0444,-117.8578
5024,jun,6.91,39.437,-123.7609
5025,jun,7.95,37.3735,-121.8578
5026,jun,7.06,33.8906,-118.2367
5027,jun,8.12,38.0049,-121.4002
5028,jun,8.22,36.538000000000004,-119.3889
5029,jun,8.06,38.9029,-121.29799999999999
5030,jun,7.54,34.265,-118.7718
5031,jun,8.33,32.6722,-116.315
5032,jun,8.21,36.1419,-119.0941
5033,jun,8.26,36.0154,-121.2484
5034,jun,6.98,33.781,-118.19200000000001
5035,jun,7.06,33.7851,-117.8457
5036,jun,8.09,37.9921,-121.7133
5037,jun,7.98,37.9235,-121.9117
5038,jun,8.55,34.4535,-117.5339
5039,jun,8.15,37.3802,-120.7261
5040,jun,8.02,38.2696,-122.037
5041,jun,7.97,37.2693,-121.8494
5042,jun,8.45,35.2628,-116.6945
5043,jun,7.17,34.0322,-118.4902
5044,jun,7.24,34.1511,-118.0897
5045,jun,6.98,33.8288,-118.3137
5046,jun,8.5,34.5333,-117.949
5047,jun,8.0,39.2833,-122.2021
5048,jun,7.15,32.7618,-117.0127
5049,jun,7.75,33.5277,-117.1206
5050,jun,7.82,34.107,-117.2975
5051,jun,7.97,37.2576,-121.8907
5052,jun,8.01,37.2412,-121.9534
5053,jun,6.72,33.889,-118.4053
5054,jun,8.63,34.4895,-117.3532
5055,jun,6.82,33.9213,-118.4084
5056,jun,7.73,34.1251,-117.4582
5057,jun,7.17,34.045,-118.4453
5058,jun,7.84,33.6532,-117.0799
5059,jun,8.06,38.8512,-121.7335
5060,jun,6.88,32.7736,-117.1379
5061,jun,6.7,36.6158,-121.8346
5062,jun,8.09,38.9768,-121.0914
5063,jun,7.08,33.9021,-118.0097
5064,jun,7.05,34.4435,-119.803
5065,jun,7.08,33.7514,-117.9939
5066,jun,7.23,32.918,-117.0844
5067,jun,7.11,33.8881,-117.8041
5068,jun,8.06,38.818000000000005,-121.2631
5069,jun,7.11,33.8116,-117.8292
5070,jun,8.23,36.691,-119.8332
5071,jun,7.45,37.8064,-122.289
5072,jun,7.77,38.1171,-122.5632
5073,jun,7.96,33.9453,-116.9759
5074,jun,7.06,33.7191,-117.8714
5075,jun,7.62,34.1017,-117.6578
5076,jun,8.05,38.9562,-122.6352
5077,jun,7.53,32.7182,-116.8261
5078,jun,8.13,35.2005,-119.17399999999999
5079,jun,8.01,37.2322,-121.7909
5080,jun,7.3,34.4022,-119.5231
5081,jun,8.6,35.1393,-117.9147
5082,jun,7.48,34.0576,-117.6656
5083,jun,8.05,33.486,-116.82
5084,jun,7.98,37.9578,-121.9771
5085,jun,7.59,34.9563,-120.4524
5086,jun,7.07,34.4396,-119.7679
5087,jun,6.73,33.5353,-117.7719
5088,jun,7.69,34.1278,-117.5246
5089,jun,8.01,37.2896,-121.9831
5090,jun,6.33,32.9,-117.2072
5091,jun,7.75,38.019,-122.5459
5092,jun,7.73,33.3119,-116.965
5093,jun,8.12,36.5235,-120.3843
5094,jun,8.29,33.7157,-116.385
5095,jun,7.46,34.9589,-120.5801
5096,jun,7.02,33.7252,-118.0051
5097,jun,8.16,36.8656,-119.7592
5098,jun,7.78,34.0807,-117.2736
5099,jun,8.12,37.9594,-120.8233
5100,jun,8.22,36.2015,-119.3499
5101,jun,7.79,38.5097,-123.0008
5102,jun,8.01,37.2567,-121.9231
5103,jun,8.07,38.9716,-122.0272
5104,jun,7.03,33.6804,-117.8259
5105,jun,7.55,37.8957,-122.1179
5106,jun,7.03,33.0879,-117.1156
5107,jun,7.76,38.6141,-122.8763
5108,jun,8.13,39.2994,-120.9514
5109,jun,7.65,37.9726,-122.3387
5110,jun,6.92,35.3132,-120.8347
5111,jun,7.86,38.0718,-122.1552
5112,jun,8.12,39.1326,-121.0981
5113,jun,8.05,38.344,-121.9533
5114,jun,7.91,36.5182,-121.4256
5115,jun,7.04,36.7541,-121.6647
5116,jun,8.14,38.6077,-120.5937
5117,jun,7.38,34.0652,-117.7793
5118,jun,8.21,35.4875,-119.009
5119,jun,8.05,37.2822,-118.3872
5120,jun,8.11,37.8827,-121.2798
5121,jun,7.06,33.2893,-117.2001
5122,jun,7.78,34.0508,-117.2533
5123,jun,8.54,34.4,-117.34
5124,jun,8.27,36.3271,-119.6451
5125,jun,7.64,34.047,-117.48100000000001
5126,jun,8.5,34.1759,-116.2914
5127,jun,7.97,37.2444,-121.8325
5128,jun,7.13,33.919000000000004,-117.8325
5129,jun,7.75,33.5686,-117.2526
5130,jun,8.09,38.9096,-121.0797
5131,jun,8.08,38.7438,-121.1901
5132,jun,6.46,32.9468,-117.2192
5133,jun,7.2,34.0482,-118.1416
5134,jun,8.18,37.0296,-120.6401
5135,jun,7.15,32.7335,-117.0337
5136,jun,7.94,40.5626,-122.2255
5137,jun,7.9,38.0179,-121.905
5138,jun,7.45,37.87,-122.2981
5139,jun,8.05,38.6972,-121.8094
5140,jun,7.68,37.9878,-122.5996
5141,jun,7.53,37.763000000000005,-122.163
5142,jun,7.86,33.7962,-117.0005
5143,jun,8.23,36.5061,-119.5459
5144,jun,7.05,33.8473,-118.1134
5145,jun,6.73,33.6663,-117.9693
5146,jun,8.12,37.9629,-121.264
5147,jun,6.47,32.7665,-117.2008
5148,jun,8.25,35.3964,-118.9227
5149,jun,7.91,37.6589,-121.8715
5150,jun,6.53,37.7584,-122.4351
5151,jun,8.52,34.5655,-118.0855
5152,jun,8.07,38.6813,-121.7419
5153,jun,7.01,32.805,-117.1687
5154,jun,6.73,33.5319,-117.7025
5155,jun,7.95,37.3496,-121.8544
5156,jun,7.86,34.0347,-117.1731
5157,jun,8.2,36.3047,-119.1138
5158,jun,7.11,33.9888,-118.1864
5159,jun,7.07,33.7396,-117.7862
5160,jun,8.1,37.9555,-121.1906
5161,jun,7.53,37.7223,-122.15700000000001
5162,jun,8.19,36.4519,-119.9365
5163,jun,8.11,38.1929,-120.9578
5164,jun,8.15,37.7313,-120.9437
5165,jun,7.74,38.1521,-122.2507
5166,jun,8.1,37.922,-121.3025
5167,jun,7.52,33.8666,-117.5917
5168,jun,7.95,37.406,-121.8478
5169,jun,7.14,33.9234,-118.2759
5170,jun,8.56,34.1618,-116.4125
5171,jun,7.7,37.0576,-122.0151
5172,jun,7.64,38.4401,-122.7456
5173,jun,8.15,36.8016,-119.8888
5174,jun,7.08,33.989000000000004,-118.0891
5175,jun,7.97,39.1549,-123.2009
5176,jun,7.11,33.9584,-118.1199
5177,jun,7.91,37.16,-121.9881
5178,jun,8.05,39.2549,-122.0457
5179,jun,6.88,32.7196,-117.1625
5180,jun,7.45,37.8569,-122.2508
5181,jun,8.14,36.7019,-120.428
5182,jun,7.64,34.232,-118.2475
5183,jun,7.94,40.5393,-122.3328
5184,jun,6.64,34.2687,-119.2249
5185,jun,8.16,36.8135,-119.7083
5186,jun,7.05,33.8999,-118.1623
5187,jun,7.17,34.0888,-118.4061
5188,jun,8.17,37.3511,-120.6056
5189,jun,7.81,37.7574,-121.9521
5190,jun,8.11,37.5218,-120.4655
5191,jun,6.79,32.6827,-117.1744
5192,jun,7.82,34.1486,-117.26299999999999
5193,jun,8.09,38.8175,-121.1723
5194,jun,8.02,39.746,-121.8426
5195,jun,7.88,37.0169,-121.5658
5196,jun,6.88,33.7582,-118.3642
5197,jun,7.54,37.7021,-122.0793
5198,jun,7.89,33.9846,-117.0377
5199,jun,8.21,35.2569,-118.9133
5200,jun,7.38,34.3675,-119.0732
5201,jun,7.27,32.8023,-117.0243
5202,jun,8.21,36.0551,-119.016
5203,jun,7.7,37.0508,-122.0569
5204,jun,7.79,33.889,-117.2205
5205,jun,8.09,38.8767,-121.1421
5206,jun,8.19,36.311,-119.3264
5207,jun,8.21,35.6406,-120.7042
5208,jun,8.2,36.9148,-120.1582
5209,jun,6.98,33.8403,-118.3559
5210,jun,6.88,32.715,-117.1254
5211,jun,6.51,33.1581,-117.3265
5212,jun,7.45,32.8201,-116.9123
5213,jun,8.04,39.4911,-121.4947
5214,jun,7.94,37.3895,-122.0785
5215,jun,7.94,36.4118,-121.3262
5216,jun,8.19,35.3907,-119.1858
5217,jun,7.02,33.72,-118.0461
5218,jun,7.35,37.5397,-122.3027
5219,jun,6.82,33.9972,-118.4014
5220,jun,7.38,33.1069,-117.0708
5221,jun,7.77,37.5356,-122.0336
5222,jun,7.11,33.879,-117.8932
5223,jun,7.13,33.9032,-117.9122
5224,jun,6.84,36.5862,-121.8867
5225,jun,7.74,38.1052,-122.2457
5226,jun,7.61,37.9697,-122.2941
5227,jun,8.0,39.7504,-121.6103
5228,jun,7.65,35.0324,-120.4945
5229,jun,7.72,33.979,-117.3365
5230,jun,8.12,36.1774,-119.8204
5231,jun,8.09,38.1628,-121.1486
5232,jun,8.01,37.2559,-121.7754
5233,jun,7.72,38.0991,-122.2104
5234,jun,7.24,34.114000000000004,-118.0904
5235,jun,7.45,37.8094,-122.2717
5236,jun,7.48,34.0361,-117.6086
5237,jun,7.82,38.7102,-122.95700000000001
5238,jun,7.38,34.0456,-117.7531
5239,jun,8.22,35.3442,-119.0222
5240,jun,6.53,37.7242,-122.4796
5241,jun,8.18,36.1947,-120.3087
5242,jun,8.25,33.8078,-116.4647
5243,jun,7.2,33.1815,-117.1114
5244,jun,8.2,36.0153,-120.0077
5245,jun,8.05,38.3805,-121.9919
5246,jun,7.13,33.9235,-117.8956
5247,jun,7.87,40.5682,-122.4152
5248,jun,8.46,34.4465,-117.6341
5249,jun,7.95,37.9059,-122.0586
5250,jun,7.89,37.3771,-122.1241
5251,jun,7.11,33.8833,-117.8545
5252,jun,7.11,33.9443,-118.1949
5253,jun,7.06,36.6782,-121.7972
5254,jun,7.92,37.8041,-121.912
5255,jun,8.6,34.5386,-117.1773
5256,jun,8.11,37.7284,-121.42399999999999
5257,jun,6.46,32.9618,-117.2597
5258,jun,7.42,34.11,-117.7197
5259,jun,7.94,37.3179,-122.0478
5260,jun,6.73,33.647,-117.9151
5261,jun,6.57,33.4629,-117.6241
5262,jun,8.17,37.1004,-120.2786
5263,jun,7.0,33.5008,-117.6587
5264,jun,8.21,36.7332,-119.7847
5265,jun,8.21,35.1977,-119.057
5266,jun,7.56,34.2088,-118.8735
5267,jun,8.23,36.506,-119.2866
5268,jun,8.07,39.1597,-121.5374
5269,jun,7.82,34.1417,-117.2972
5270,jun,6.42,37.6259,-122.4236
5271,jun,6.53,37.7793,-122.4192
5272,jun,7.69,34.1046,-117.5873
5273,jun,7.11,33.9728,-118.1739
5274,jun,7.95,37.9843,-122.0144
5275,jun,8.08,38.5692,-121.545
5276,jun,8.56,34.8942,-117.0364
5277,jun,8.01,37.2286,-121.984
5278,jun,7.47,36.8291,-121.5285
5279,jun,7.89,33.7885,-116.9513
5280,jun,7.16,34.0871,-117.9697
5281,jun,8.12,37.2946,-120.4747
5282,jun,7.58,38.3286,-122.7104
5283,jun,7.96,37.3263,-121.9178
5284,jun,7.71,38.5449,-122.8079
5285,jun,7.78,32.8231,-116.7386
5286,jun,7.23,34.0858,-117.8869
5287,jun,7.23,33.9753,-117.7231
5288,jun,8.15,38.0796,-120.1687
5289,jun,7.86,37.5272,-121.9679
5290,jun,7.82,38.7957,-122.99700000000001
5291,jun,8.43,34.4812,-116.906
5292,jun,8.2,36.3121,-119.8035
5293,jun,7.02,33.6855,-117.6669
5294,jun,6.45,33.0531,-117.2686
5295,jun,7.23,34.0184,-117.8544
5296,jun,8.08,35.3783,-119.4166
5297,jun,7.78,38.2771,-122.4706
5298,jun,8.48,35.9456,-117.20299999999999
5299,jun,8.12,38.0251,-121.2972
5300,jun,8.23,33.6283,-114.6191
5301,jun,8.12,37.7765,-120.8476
5302,jun,7.86,37.4063,-122.0084
5303,jun,7.16,37.8019,-122.4102
5304,jun,7.23,34.0042,-117.8167
5305,jun,7.81,34.1095,-117.3762
5306,jun,7.34,37.3744,-122.213
5307,jun,7.63,37.6886,-122.1542
5308,jun,7.08,33.7242,-117.9062
5309,jun,8.11,38.0874,-120.5807
5310,jun,8.14,37.7429,-121.1255
5311,jun,8.18,35.8425,-119.0148
5312,jun,7.2,34.0023,-118.0356
5313,jun,7.8,37.4499,-122.1275
5314,jun,6.98,33.795,-118.1182
5315,jun,6.52,32.5796,-117.1171
5316,jun,8.1,37.9743,-121.3147
5317,jun,7.17,34.027,-118.4743
5318,jun,7.75,38.0632,-122.5411
5319,jun,7.89,33.7354,-116.97399999999999
5320,jun,7.89,33.7088,-116.9095
5321,jun,7.06,33.8162,-118.215
5322,jun,8.15,33.843,-116.5434
5323,jun,8.12,37.6736,-119.8131
5324,jun,7.11,33.9975,-118.1528
5325,jun,8.48,34.0666,-116.5595
5326,jun,7.06,33.8705,-118.2881
5327,jun,7.08,33.7086,-117.9563
5328,jun,7.83,33.6604,-117.1899
5329,jun,7.31,36.6812,-121.6154
5330,jun,8.2,36.2098,-120.0847
5331,jun,8.12,38.7247,-120.7953
5332,jun,7.9,38.5112,-122.45700000000001
5333,jun,8.29,33.7594,-116.3232
5334,jun,6.98,33.8663,-118.3997
5335,jun,7.48,33.9038,-117.6022
5336,jun,7.02,33.7829,-118.0262
5337,jun,7.64,38.405,-122.7275
5338,jun,7.51,34.1908,-118.837
5339,jun,6.73,33.6772,-117.9086
5340,jun,7.53,34.2849,-118.4382
5341,jun,7.45,37.8796,-122.2668
5342,jun,7.15,32.7413,-117.0951
5343,jun,7.06,33.7621,-117.8183
5344,jun,8.13,39.2027,-121.0208
5345,jun,7.91,37.6897,-121.8924
5346,jun,7.32,32.6626,-116.9541
5347,jun,7.9,39.4517,-123.3728
5348,jun,6.88,33.1796,-117.2446
5349,jun,8.22,35.3814,-119.0194
5350,jun,7.08,33.763000000000005,-117.9355
5351,jun,7.54,33.9259,-117.5598
5352,jun,7.94,37.1376,-121.6621
5353,jun,7.69,37.6977,-122.025
5354,jun,7.82,34.1051,-117.2908
5355,jun,7.12,33.8691,-117.9299
5356,jun,7.06,33.747,-117.8625
5357,jun,6.84,33.2025,-117.3608
5358,jun,8.55,35.0307,-117.6726
5359,jun,8.12,35.3055,-119.3893
5360,jun,7.2,34.0891,-118.0951
5361,jun,8.08,39.0517,-122.9207
5362,jun,7.45,37.8347,-122.2832
5363,jun,6.42,37.6529,-122.4301
5364,jun,8.12,37.312,-121.0314
5365,jun,7.0,34.2788,-119.1678
5366,jun,8.12,38.3834,-121.5782
5367,jun,7.9,34.4788,-118.6526
5368,jun,7.86,34.0633,-117.1689
5369,jun,7.05,33.852,-118.1468
5370,jun,7.08,33.7471,-117.9043
5371,jun,7.97,37.284,-121.8266
5372,jun,8.12,37.9587,-121.288
5373,jun,7.48,34.016,-117.6874
5374,jun,7.36,37.7328,-122.3935
5375,jun,6.53,37.7861,-122.4374
5376,jun,7.73,35.2625,-120.652
5377,jun,8.58,35.0453,-118.1614
5378,jun,7.24,34.175,-118.9396
5379,jun,7.29,36.1334,-121.63799999999999
5380,jun,7.29,34.1377,-117.9657
5381,jun,8.29,34.8514,-118.8799
5382,jun,7.09,33.8683,-118.0675
5383,jun,6.88,32.746,-117.1672
5384,jun,6.47,32.7259,-117.2308
5385,jun,6.71,34.1669,-119.1611
5386,jun,7.83,39.0268,-123.3862
5387,jun,8.23,36.5346,-119.8359
5388,jun,7.13,33.985,-117.897
5389,jun,8.03,39.415,-122.0249
5390,jun,7.7,33.4953,-117.0766
5391,jun,7.2,34.0766,-118.0394
5392,jun,8.2,35.8737,-119.2636
5393,jun,8.11,38.1326,-121.3228
5394,jun,8.0,40.0393,-122.1655
5395,jun,7.99,39.1395,-122.2056
5396,jun,8.21,36.3006,-119.2055
5397,jun,7.48,37.7768,-122.2179
5398,jun,7.95,37.9863,-122.0399
5399,jun,7.38,38.3933,-122.8367
5400,jun,6.42,37.6138,-122.4823
5401,jun,8.02,38.2314,-122.0541
5402,jun,8.1,38.3598,-120.7532
5403,jun,7.13,33.9345,-117.9516
5404,jun,7.16,34.0296,-117.9398
5405,jun,7.45,37.8271,-122.2229
5406,jun,7.74,37.1518,-122.1368
5407,jun,7.08,33.9146,-118.3509
5408,jun,7.72,38.0051,-122.2578
5409,jun,7.2,34.0505,-118.0483
5410,jun,6.53,37.7982,-122.4003
5411,jun,7.95,37.9188,-122.0262
5412,jun,7.53,37.7384,-122.1733
5413,jun,7.78,33.7841,-117.2981
5414,jun,8.15,36.8317,-119.83200000000001
5415,jun,7.48,34.0773,-117.6222
5416,jun,7.09,33.8493,-118.0439
5417,jun,7.06,33.6876,-117.7885
5418,jun,7.37,32.7211,-116.9961
5419,jun,6.53,37.7928,-122.4219
5420,jun,7.06,33.6028,-117.713
5421,jun,8.4,34.6417,-117.508
5422,jun,7.2,34.0661,-118.0847
5423,jun,8.21,36.3589,-119.2403
5424,jun,7.0,34.2171,-119.1769
5425,jun,7.24,33.3804,-117.2061
5426,jun,7.96,37.3077,-121.9998
5427,jun,7.78,38.5979,-122.6095
5428,jun,7.45,37.8349,-122.264
5429,jun,7.02,33.6155,-117.6409
5430,jun,8.18,37.6216,-118.8628
5431,jun,8.04,39.6243,-121.7915
5432,jun,8.02,40.0414,-122.0979
5433,jun,8.15,38.7481,-120.6746
5434,jun,7.38,33.1427,-117.0305
5435,jun,7.92,34.0336,-117.0378
5436,jun,7.16,34.2318,-119.0526
5437,jun,7.16,34.0681,-117.9383
5438,jun,8.07,39.1093,-121.6803
5439,jun,7.87,34.4065,-118.5621
5440,jun,8.16,37.1875,-121.0323
5441,jun,7.86,33.7367,-117.0217
5442,jun,7.66,38.2437,-122.6934
5443,jun,7.16,34.0977,-117.90700000000001
5444,jun,7.71,35.2772,-120.7031
5445,jun,6.88,32.7429,-117.1277
5446,jun,7.99,39.9573,-120.9837
5447,jun,7.65,37.9414,-122.3663
5448,jun,8.04,39.3522,-121.7113
5449,jun,7.65,34.9008,-120.3488
5450,jun,7.87,34.4453,-118.5525
5451,jun,8.19,35.6707,-119.2134
5452,jun,6.57,33.4271,-117.61399999999999
5453,jun,7.07,34.4032,-119.7207
5454,jun,7.38,34.0801,-117.7386
5455,jun,7.02,33.64,-117.6035
5456,jun,7.66,38.2433,-122.6069
5457,jun,7.11,33.9202,-118.1429
5458,jun,6.92,35.373000000000005,-120.8384
5459,jun,7.95,37.3863,-121.8899
5460,jun,7.41,33.4795,-117.2093
5461,jun,6.45,33.0978,-117.2674
5462,jun,7.03,33.6508,-117.8177
5463,jun,6.99,39.3119,-123.7917
5464,jun,8.05,37.9916,-121.8021
5465,jun,7.88,38.403,-122.3623
5466,jun,8.07,38.7892,-121.2382
5467,jun,8.04,38.5374,-121.9776
5468,jun,7.37,34.1192,-117.8548
5469,jun,7.95,37.3695,-121.8208
5470,jun,7.8,37.4517,-122.1839
5471,jun,8.23,36.6136,-119.5287
5472,jun,8.53,34.4876,-117.8988
5473,jun,7.81,37.7142,-121.9257
5474,jun,8.04,39.6053,-122.0323
5475,jun,8.15,37.4699,-120.6761
5476,jun,8.0,39.4998,-122.2077
5477,jun,7.11,36.9761,-121.9532
5478,jun,7.09,32.5563,-117.0506
5479,jun,7.86,37.4992,-122.2665
5480,jun,8.19,36.7226,-120.1008
5481,jun,7.66,33.9136,-117.4605
5482,jun,6.17,37.4758,-122.4432
5483,jun,8.16,36.8256,-119.7636
5484,jun,7.65,37.0079,-121.9507
5485,jun,7.4,34.2188,-118.9921
5486,jun,8.0,37.6578,-121.7301
5487,jun,8.18,37.3226,-120.883
5488,jun,8.03,37.3305,-121.7914
5489,jun,7.65,37.9265,-122.3408
5490,jun,7.08,33.9585,-118.31
5491,jun,6.98,33.8993,-118.319
5492,jun,7.03,33.6956,-117.8059
5493,jun,7.23,32.9736,-117.037
5494,jun,7.95,37.3339,-121.8915
5495,jun,7.2,34.073,-118.1462
5496,jun,7.95,37.2705,-122.023
5497,jun,8.22,35.3408,-119.065
5498,jun,8.29,33.7013,-116.3415
5499,jun,8.02,39.721,-121.8189
5500,jun,7.71,34.2112,-118.1978
5501,jun,8.21,36.3879,-119.2191
5502,jun,7.94,37.3537,-122.0872
5503,jun,7.08,33.9342,-118.3325
5504,jun,8.21,36.4311,-119.1064
5505,jun,7.37,32.7325,-116.9509
5506,jun,7.24,34.1408,-118.0018
5507,jun,7.97,39.760999999999996,-122.21799999999999
5508,jun,7.75,38.0982,-122.5981
5509,jun,7.37,34.1033,-117.8181
5510,jun,7.06,33.7417,-117.8213
5511,jun,7.68,37.9816,-122.5688
5512,jun,7.09,33.841,-118.0097
5513,jun,7.94,40.1838,-122.2407
5514,jun,8.07,38.7688,-121.3363
5515,jun,7.15,32.785,-117.0186
5516,jun,7.92,37.8117,-121.9865
5517,jun,7.63,37.6356,-122.1042
5518,jun,7.87,34.4248,-118.4451
5519,jun,7.15,32.6088,-117.0607
5520,jun,8.09,38.0355,-121.3438
5521,jun,7.79,33.8911,-117.2726
5522,jun,7.66,33.9263,-117.4094
5523,jun,7.17,34.0149,-118.4922
5524,jun,8.12,37.4057,-119.5675
5525,jun,7.52,33.8395,-117.5358
5526,jun,8.15,37.2454,-120.2712
5527,jun,7.7,33.6759,-117.3495
5528,jun,7.89,37.0887,-121.6005
5529,jun,7.78,33.8198,-117.1178
5530,jun,8.3,33.7987,-116.5189
5531,jun,7.51,34.1435,-118.8561
5532,jun,7.68,37.9362,-122.5355
5533,jun,7.8,37.8798,-122.0714
5534,jun,7.81,34.1205,-117.3176
5535,jun,7.65,37.9178,-122.3043
5536,jun,8.25,35.8181,-120.6364
5537,jun,8.22,36.6087,-119.4376
5538,jun,7.12,33.8743,-117.9637
5539,jun,7.45,37.8437,-122.2437
5540,jun,7.54,35.1197,-120.5512
5541,jun,7.08,33.7869,-117.9822
5542,jun,7.45,37.8124,-122.242
5543,jun,7.05,33.8233,-118.1133
5544,jun,7.09,33.8175,-118.0399
5545,jun,7.14,33.9107,-118.2362
5546,jun,7.95,37.3057,-121.8114
5547,jun,7.45,37.8625,-122.2758
5548,jun,7.15,32.7944,-117.0722
5549,jun,7.8,37.8567,-122.0249
5550,jun,7.51,38.7256,-123.4762
5551,jun,8.57,34.5967,-117.8447
5552,jun,7.96,37.311,-121.9616
5553,jun,7.06,33.6596,-117.7395
5554,jun,6.98,33.8108,-118.351
5555,jun,7.13,33.6392,-117.5852
5556,jun,7.53,37.754,-122.1897
5557,jun,8.36,34.4972,-118.1895
5558,mar,5.63,34.7289,-118.3268
5559,mar,5.01,36.7586,-119.8102
5560,mar,5.17,33.0224,-117.1069
5561,mar,4.55,37.9077,-122.70200000000001
5562,mar,5.85,34.448,-117.1922
5563,mar,5.14,33.5708,-117.6346
5564,mar,5.11,35.1628,-119.4303
5565,mar,5.11,34.1982,-117.3583
5566,mar,5.26,32.7991,-116.9733
5567,mar,5.21,34.066,-118.3827
5568,mar,5.21,33.9228,-117.1684
5569,mar,4.8,37.9321,-121.7038
5570,mar,4.67,37.9501,-122.5428
5571,mar,5.18,33.9246,-118.2019
5572,mar,4.73,38.0185,-121.0567
5573,mar,4.86,37.5523,-120.7846
5574,mar,5.17,33.7873,-117.8749
5575,mar,5.13,35.775,-119.2337
5576,mar,5.12,33.9423,-118.12899999999999
